assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,158,None,None,4,60598,0,0,-1,1,2.5,0,0,2,1.5,0.0,0,Aleksandar,1.5,10,0,19.6,541,False,156.8,0,0,0,0,674,,None,49,0,0,0,60598.jpg,3.4,0,0,Dragovic,0.1,False,16,a,9,13,35.0,27,21897,3,17959,9,0.3,5.5,Dragovic,1
0,0,22,None,None,0,197469,0,0,-1,1,2.5,0,0,3,1.0,0.0,0,Hamza,1.0,3,0,3.6,571,False,26.0,0,0,0,0,146,,None,44,0,0,0,197469.jpg,1.3,0,0,Choudhury,0.0,False,38,a,9,13,8.0,5,608,1,406,0,0.2,1.1,Choudhury,0
0,0,0,None,None,0,174248,0,0,0,0,0.0,0,0,3,0.0,0.0,0,George,0.0,0,0,0.0,587,False,0.0,0,0,0,0,0,,None,45,0,0,0,174248.jpg,0.0,0,0,Thomas,0.0,False,30,a,9,13,0.0,0,525,2,428,0,0.0,0.0,Thomas,0
1,0,78,None,None,1,46483,0,0,0,0,75.1,0,0,3,1.8,0.0,0,Adrien Sebastian,1.8,7,0,18.1,589,False,74.0,0,0,0,0,445,,None,60,0,0,0,46483.jpg,1.9,0,0,Perruchet Silva,0.0,False,14,a,9,13,32.0,15,5143,3,4108,5,0.3,2.5,Silva,1
0,0,37,None,None,0,210207,0,0,-1,1,58.9,0,0,4,1.3,0.0,0,Fousseni,1.3,6,0,13.6,601,False,43.0,0,0,0,0,374,,None,49,0,0,0,210207.jpg,1.2,0,0,Diabaté,0.1,False,33,a,9,13,33.0,12,14702,14,10395,16,0.3,2.4,Diabaté,1
0,0,2,None,None,0,201666,0,0,0,0,0.5,0,0,3,0.5,0.0,0,Harvey,0.5,0,0,0.3,642,False,0.0,0,0,0,0,1,,None,45,0,0,0,201666.jpg,1.0,0,0,Barnes,0.0,False,32,a,9,13,4.0,1,34,0,11,0,0.1,0.2,Barnes,0
7,5,423,None,None,5,81880,0,0,-4,4,624.1,0,0,3,4.3,4.3,4,Alex,2.8,28,3,166.4,19,False,548.0,0,0,0,0,1718,,None,56,0,0,0,81880.jpg,2.7,0,0,Oxlade-Chamberlain,3.1,False,21,a,10,14,494.0,94,403661,454,436343,206,0.5,16.8,Chamberlain,3
0,0,329,None,None,7,66797,0,0,-3,3,0.0,0,0,1,1.5,1.5,0,Simon,0.0,24,0,28.0,213,False,281.0,0,0,0,0,1710,,None,47,0,0,1,66797.jpg,3.5,0,36,Mignolet,1.1,False,22,a,10,14,0.0,67,66427,1,111436,29,0.0,14.3,Mignolet,3
0,5,311,100,100,8,104542,0,0,-1,1,0.0,0,0,1,5.3,5.3,2,Loris,3.8,13,0,23.8,214,False,239.2,0,0,0,0,1440,,2017-07-27T13:31:14Z,49,0,0,1,104542.jpg,4.6,0,26,Karius,1.8,False,1,a,10,14,0.0,73,119304,255,39083,272,0.8,14.9,Karius,1
1,9,483,100,100,10,38454,0,0,-2,2,77.0,2,0,2,5.8,5.8,1,Dejan,4.3,23,1,87.0,215,False,571.0,0,0,0,0,1944,,2018-04-14T19:01:19Z,53,0,0,0,38454.jpg,3.5,0,0,Lovren,1.5,False,6,a,10,14,223.0,95,123977,275,149122,120,0.8,17.9,Lovren,4
1,3,300,100,100,5,100059,0,0,-2,2,206.5,0,0,2,1.5,1.5,0,Alberto,0.0,19,0,55.4,216,False,249.4,0,0,0,0,1173,,2018-04-07T17:31:19Z,43,0,0,0,100059.jpg,3.2,0,0,Moreno,1.2,False,18,a,10,14,99.0,45,343047,32,399439,40,0.0,10.5,Moreno,1
0,0,19,25,25,1,57328,0,0,-2,2,5.1,0,0,2,0.8,0.8,0,Nathaniel,1.5,0,0,1.9,217,False,9.8,0,0,0,0,90,Muscle injury - 25% chance of playing,2018-04-13T14:01:19Z,53,0,0,0,57328.jpg,6.0,0,0,Clyne,0.2,False,2,d,10,14,4.0,6,2116,1,28442,9,0.3,1.1,Clyne,0
2,6,448,100,100,8,171287,0,0,0,0,255.0,2,0,2,1.8,1.8,1,Joseph,0.3,22,0,70.6,218,False,404.6,0,0,0,0,1811,,2018-03-23T22:01:18Z,45,0,0,0,171287.jpg,3.5,0,0,Gomez,2.4,False,12,a,10,14,46.0,77,692082,98,637912,73,0.1,17.1,Gomez,3
0,3,470,0,0,9,60914,0,0,-1,1,96.1,1,0,2,0.0,0.0,0,Joel,0.5,27,1,78.1,219,False,544.8,0,0,0,0,1995,Thigh injury - Unknown return date,2018-04-03T11:31:20Z,54,0,0,0,60914.jpg,3.2,0,0,Matip,1.7,False,32,i,10,14,140.0,81,146979,1,234175,70,0.1,15.0,Matip,3
0,7,354,100,100,7,33871,0,0,-4,4,52.2,2,0,2,3.5,3.5,1,Ragnar,2.0,15,1,43.0,220,False,334.4,0,0,0,0,1359,,2018-04-14T16:01:19Z,41,0,0,0,33871.jpg,3.9,0,0,Klavan,1.4,False,17,a,10,14,43.0,70,316983,310,274202,99,0.5,17.1,Klavan,0
3,4,435,100,100,6,15157,0,0,-5,5,565.4,1,0,2,5.0,5.0,1,James,3.5,24,0,125.2,222,False,413.0,0,0,0,0,1646,,2018-03-03T16:31:17Z,60,0,0,0,15157.jpg,2.5,0,0,Milner,2.5,False,7,a,10,14,272.0,74,61094,88,285166,113,0.6,12.3,Milner,3
2,10,335,100,100,6,169187,0,0,-1,1,342.7,3,0,2,5.3,5.3,0,Trent,3.8,16,1,79.3,223,False,338.8,0,0,0,0,1329,,2017-08-27T14:01:13Z,44,0,0,0,169187.jpg,4.3,0,0,Alexander-Arnold,4.9,False,66,a,10,14,110.0,69,486877,571,336998,710,0.9,15.7,Alexander-Arnold,3
0,0,0,0,0,0,43191,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Leiva,0.0,0,0,0.0,224,False,0.0,0,0,0,0,0,Transferred to Lazio,2017-07-21T08:15:50Z,45,0,0,0,43191.jpg,0.0,0,0,Lucas,0.0,False,21,u,10,14,0.0,0,252,0,1146,1,0.0,0.0,Lucas,0
1,3,342,100,100,12,56979,0,0,-2,2,414.2,0,0,3,4.0,4.0,2,Jordan,2.5,21,1,90.1,225,False,384.0,0,0,0,0,1958,,2018-03-10T12:31:18Z,53,0,0,0,56979.jpg,2.8,0,0,Henderson,1.1,False,14,a,10,14,101.0,68,128261,23,166561,17,0.5,12.8,Henderson,1
7,15,381,0,0,5,84583,0,0,1,-1,624.4,4,0,3,0.0,0.0,0,Philippe,0.0,14,7,169.4,226,False,550.4,0,0,0,0,1109,Joined Barcelona on 8/1,2018-01-01T15:31:18Z,91,0,0,0,84583.jpg,7.4,0,0,Coutinho,3.0,False,10,u,10,14,519.0,103,1531117,0,1730259,33,0.0,11.3,Coutinho,0
6,10,499,0,0,8,112338,0,0,-1,1,426.4,2,0,3,0.0,0.0,0,Emre,0.0,29,3,120.6,227,False,546.4,0,0,0,0,2089,Back injury - Unknown return date,2018-03-17T21:01:16Z,49,0,0,0,112338.jpg,3.5,0,0,Can,4.3,False,23,i,10,14,231.0,92,550047,4,720492,484,0.0,18.8,Can,8
0,0,33,0,0,1,39155,0,0,-2,2,106.5,0,0,3,0.0,0.0,0,Adam,0.3,1,0,25.5,228,False,28.0,0,0,0,0,218,Thigh injury - Unknown return date,2018-03-31T13:01:18Z,73,0,0,0,39155.jpg,1.1,0,0,Lallana,0.3,False,20,i,10,14,122.0,12,9540,1,41529,4,0.0,1.6,Lallana,1
0,0,0,0,0,0,141921,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Oluwaseyi,0.0,0,0,0.0,229,False,0.0,0,0,0,0,0,Joined Fulham in season-long loan deal,2017-08-16T14:31:12Z,50,0,0,0,141921.jpg,0.0,0,0,Ojo,0.0,False,54,u,10,14,0.0,0,73,0,1515,0,0.0,0.0,Sheyi Ojo,0
8,8,477,100,100,14,110979,0,0,0,0,643.5,3,0,3,6.5,6.5,3,Sadio,5.0,23,10,212.7,230,False,642.6,0,0,0,0,2026,,2017-11-18T14:01:16Z,95,0,0,0,110979.jpg,5.3,1,0,Mané,11.0,False,19,a,10,14,842.0,142,1262528,408,1871206,1765,0.5,14.9,Mané,3
0,0,9,0,0,0,210237,0,0,-3,3,11.7,0,0,3,0.0,0.0,0,Marko,0.0,0,0,1.9,231,False,7.4,0,0,0,0,14,Season-long loan to Cardiff City,2018-01-19T09:29:28Z,42,0,0,0,210237.jpg,1.0,0,0,Grujic,0.4,False,16,u,10,14,0.0,3,52097,0,52914,5,0.0,0.7,Grujic,0
2,1,360,100,100,13,41733,0,0,-4,4,313.7,1,0,3,5.0,5.0,6,Georginio,3.5,22,1,95.9,232,False,308.4,0,0,0,0,2111,,2018-03-10T12:31:18Z,66,0,0,0,41733.jpg,2.6,0,0,Wijnaldum,2.2,False,5,a,10,14,336.0,77,55912,36,272095,10,0.5,11.7,Wijnaldum,1
0,0,0,100,100,0,182436,0,0,-3,3,0.0,0,0,3,1.5,1.5,0,Ben,0.0,0,0,0.0,233,False,0.0,0,0,0,0,0,,2018-03-02T14:01:16Z,42,0,0,0,182436.jpg,0.0,0,0,Woodburn,0.3,False,58,a,10,14,0.0,0,35922,16,34481,14,0.0,0.0,Woodburn,0
11,26,849,100,100,13,118748,0,0,16,-16,871.6,12,0,3,7.0,7.0,7,Mohamed,5.5,28,31,423.0,234,True,1431.6,0,0,0,0,2642,,2018-04-04T20:31:18Z,106,0,1,0,118748.jpg,8.7,0,0,Salah,59.8,False,11,a,10,14,1927.0,288,3995822,2170,2252678,1129,0.5,27.2,Salah,0
8,29,736,100,100,14,92217,1,-1,11,-11,772.8,3,0,4,4.5,4.5,1,Roberto,3.0,31,15,294.8,235,True,923.0,0,0,0,0,2497,,2018-04-14T16:01:19Z,96,0,0,0,92217.jpg,5.1,0,0,Firmino,40.2,False,9,a,10,14,1252.0,175,4478324,1408,3452803,5485,0.3,18.4,Firmino,1
1,0,48,100,100,2,84939,0,0,-1,1,18.6,1,0,4,3.5,3.5,6,Danny,2.0,0,1,18.4,237,False,51.8,0,0,0,0,192,,2018-02-24T19:31:18Z,54,0,0,0,84939.jpg,2.5,0,0,Ings,0.1,False,28,a,10,14,115.0,15,7886,98,8605,22,0.4,2.8,Ings,0
0,0,3,0,0,0,152760,0,0,-1,1,0.0,0,0,4,0.0,0.0,0,Divock,0.0,1,0,0.0,238,False,0.0,0,0,0,0,9,Joined Wolfsburg on season-long loan deal,2017-08-31T14:31:14Z,74,0,0,0,152760.jpg,1.0,0,0,Origi,0.2,False,27,u,10,14,0.0,1,1163,1,22025,2,0.0,0.1,Origi,0
1,0,63,None,None,2,154566,0,0,-4,4,158.9,0,0,4,2.3,2.3,0,Dominic,0.8,4,0,50.9,239,False,78.8,0,0,0,0,475,,None,46,0,0,0,154566.jpg,1.4,0,0,Solanke,1.6,False,29,a,10,14,275.0,26,129734,42,231082,98,0.2,5.7,Solanke,0
0,5,418,100,100,6,97032,0,0,2,-2,108.3,1,0,2,5.3,5.3,1,Virgil,3.8,27,0,87.5,311,False,534.0,0,0,0,0,1983,,2018-01-14T15:31:17Z,57,0,0,0,97032.jpg,2.8,0,0,van Dijk,7.8,False,4,a,10,14,231.0,65,678573,688,377002,897,0.7,11.4,van Dijk,0
4,9,441,100,100,9,122798,0,0,1,-1,377.6,2,0,2,5.0,5.0,0,Andrew,3.5,17,0,88.1,475,False,346.8,0,0,0,0,1777,,2018-04-07T11:31:20Z,51,0,0,0,122798.jpg,4.5,0,0,Robertson,9.3,False,26,a,10,14,157.0,91,731625,512,292396,1717,0.7,17.8,Robertson,2
0,0,0,0,0,0,91979,0,0,-1,1,0.0,0,0,2,0.0,0.0,0,Jon,0.0,0,0,0.0,514,False,0.0,0,0,0,0,0,Season-long loan to Bolton,2018-02-01T10:34:15Z,44,0,0,0,91979.jpg,0.0,0,0,Flanagan,0.0,False,38,u,10,14,0.0,0,1178,0,1512,0,0.0,0.0,Flanagan,0
0,0,0,None,None,0,95463,0,0,-1,1,0.0,0,0,1,1.5,1.5,0,Danny,0.0,0,0,0.0,530,False,0.0,0,0,0,0,0,,None,44,0,0,0,95463.jpg,0.0,0,0,Ward,0.0,False,52,a,10,14,0.0,0,985,1,1107,0,0.0,0.0,Ward,0
0,0,0,None,None,0,153477,0,0,0,0,0.0,0,0,2,1.5,1.5,0,Conor,0.0,0,0,0.0,639,False,0.0,0,0,0,0,0,,None,40,0,0,0,153477.jpg,0.0,0,0,Masterson,0.0,False,63,a,10,14,0.0,0,249,2,86,2,0.0,0.0,Masterson,0
0,0,0,None,None,0,206915,0,0,0,0,0.0,0,0,3,1.5,1.5,0,Curtis,0.0,0,0,0.0,640,False,0.0,0,0,0,0,0,,None,45,0,0,0,206915.jpg,0.0,0,0,Jones,0.0,False,48,a,10,14,0.0,0,68,2,18,1,0.0,0.0,Jones,0
0,0,0,None,None,0,217989,0,0,0,0,0.0,0,0,3,1.5,1.5,0,Rafael,0.0,0,0,0.0,641,False,0.0,0,0,0,0,0,,None,45,0,0,0,217989.jpg,0.0,0,0,Camacho,0.0,False,64,a,10,14,0.0,0,49,3,22,1,0.0,0.0,Camacho,0
0,9,614,100,100,14,121160,0,0,1,-1,10.0,2,0,1,2.3,2.3,0,Ederson,1.3,25,0,52.4,240,False,514.4,0,0,0,0,2925,,2017-09-09T13:01:15Z,56,0,0,2,121160.jpg,4.3,0,54,Santana de Moraes,8.5,False,31,a,11,43,0.0,143,589325,1034,412928,474,0.2,25.5,Ederson,0
0,0,4,None,None,0,33148,0,0,-5,5,0.0,0,0,1,1.0,1.0,0,Claudio,0.0,0,0,0.3,241,False,2.6,0,0,0,0,44,,None,45,0,0,0,33148.jpg,1.0,0,0,Bravo,0.5,False,1,a,11,43,0.0,1,9207,11,40292,7,0.0,0.2,Bravo,0
0,2,280,0,0,7,97299,0,0,-2,2,19.3,0,0,2,0.0,0.0,0,John,0.0,11,0,36.5,242,False,247.4,0,0,0,0,1139,Groin Injury - Expected back 22 Apr,2018-04-12T18:01:18Z,53,0,0,0,97299.jpg,3.4,0,0,Stones,3.1,False,5,i,11,43,97.0,55,622148,2,783177,71,0.0,10.4,Stones,0
0,0,0,0,0,0,42593,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Aleksandar,0.0,0,0,0.0,243,False,0.0,0,0,0,0,0,Transferred to Roma,2017-07-23T10:04:00Z,55,0,0,0,42593.jpg,0.0,0,0,Kolarov,0.0,False,11,u,11,43,0.0,0,149,0,2188,0,0.0,0.0,Kolarov,0
1,2,287,100,100,5,17476,1,-1,-1,1,57.1,0,0,2,4.5,4.5,0,Vincent,3.5,10,1,52.0,244,False,354.2,0,0,0,0,1214,,2017-12-27T20:01:17Z,59,0,0,0,17476.jpg,3.5,0,0,Kompany,3.0,False,4,a,11,43,109.0,52,145972,705,278761,173,0.6,9.0,Kompany,6
0,18,695,100,100,14,57410,1,-1,9,-9,198.8,4,0,2,2.0,2.0,0,Nicolás,1.0,24,4,136.2,245,True,803.2,0,0,0,0,2786,,2017-11-05T16:01:15Z,64,1,0,0,57410.jpg,4.6,0,0,Otamendi,27.0,False,30,a,11,43,357.0,146,2750648,1693,1641907,1250,0.2,23.2,Otamendi,8
1,0,324,100,100,5,41823,0,0,0,0,204.5,0,0,3,1.8,1.8,0,Fabian,0.8,16,1,56.3,246,False,300.6,0,0,0,0,1462,,2018-03-08T15:01:18Z,45,0,0,0,41823.jpg,2.5,0,0,Delph,0.4,False,18,a,11,43,58.0,45,119466,30,121161,13,0.2,10.0,Delph,2
13,18,631,100,100,10,103955,0,0,9,-9,751.9,5,0,3,6.3,6.3,0,Raheem,5.3,22,17,294.9,247,True,869.6,0,0,0,0,2244,,2018-03-12T20:01:18Z,89,0,0,0,103955.jpg,6.9,1,0,Sterling,23.0,False,7,a,11,43,1326.0,200,3730764,2958,2763320,773,0.6,22.5,Sterling,3
11,24,617,100,100,12,20664,0,0,2,-2,1058.8,5,0,3,4.8,4.8,0,David,3.8,18,8,268.0,248,False,810.4,0,0,0,0,2251,,2018-01-31T21:01:18Z,82,0,0,0,20664.jpg,5.8,0,0,Silva,12.3,False,21,a,11,43,807.0,156,2717439,1072,2448923,1036,0.5,19.0,David Silva,5
1,0,49,100,100,0,14664,0,0,-5,5,35.1,0,0,3,1.3,1.3,0,Gnegneri Yaya,0.3,1,0,9.5,249,False,51.6,0,0,0,0,98,,2018-02-13T23:31:17Z,60,0,0,0,14664.jpg,1.3,0,0,Touré,0.8,False,42,a,11,43,10.0,9,11711,9,80340,5,0.1,1.5,Yaya Touré,1
4,5,499,0,0,13,27789,0,0,0,0,428.3,1,0,3,0.0,0.0,0,Fernando,0.8,22,3,141.4,250,False,655.8,0,0,0,0,2520,Suspended until 29 Apr,2018-04-07T18:31:19Z,50,0,0,0,27789.jpg,3.2,0,0,Luiz Rosa,3.9,False,25,s,11,43,329.0,96,807667,26,754541,336,0.2,19.2,Fernandinho,7
0,0,0,0,0,0,52538,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Fernando Francisco,0.0,0,0,0.0,251,False,0.0,0,0,0,0,0,Transferred to Galatasaray,2017-08-06T07:07:11Z,45,0,0,0,52538.jpg,0.0,0,0,Reges,0.0,False,6,u,11,43,0.0,0,600,1,4535,0,0.0,0.0,Fernando,0
17,25,810,100,100,16,61366,0,0,3,-3,1649.5,5,0,3,2.8,2.8,0,Kevin,1.8,21,7,340.6,252,True,1062.4,0,0,0,0,2763,,2018-01-02T20:01:18Z,103,0,0,0,61366.jpg,5.8,0,0,De Bruyne,22.3,False,17,a,11,43,693.0,190,2058966,469,2384380,1567,0.2,18.4,De Bruyne,2
2,9,315,100,100,4,59859,0,0,-1,1,324.5,2,0,3,5.8,5.8,0,Ilkay,4.8,13,4,99.9,253,False,347.4,0,0,0,0,1150,,2017-10-28T13:01:15Z,54,0,0,0,59859.jpg,2.8,0,0,Gündogan,1.8,False,8,a,11,43,330.0,71,201787,1185,125201,226,0.9,13.1,Gündogan,3
0,0,0,0,0,0,86173,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Manuel,0.0,0,0,0.0,254,False,0.0,0,0,0,0,0,Transferred to Sevilla,2017-07-18T09:34:56Z,70,0,0,0,86173.jpg,0.0,0,0,Agudo Durán,0.0,False,9,u,11,43,0.0,0,73,0,1674,1,0.0,0.0,Nolito,0
12,14,539,100,100,10,182156,1,-1,1,-1,731.4,4,0,3,4.8,4.8,0,Leroy,3.8,20,9,234.0,255,False,706.4,0,0,0,0,2055,,2018-01-28T18:31:17Z,86,0,0,0,182156.jpg,5.4,0,0,Sané,12.3,False,19,a,11,43,905.0,152,2694163,1410,2315817,1015,0.4,17.9,Sané,4
5,3,357,None,None,7,165809,0,0,-8,8,394.6,1,0,3,2.0,2.0,0,Bernardo Mota,1.0,9,4,110.3,256,False,367.4,0,0,0,0,1240,,None,72,0,0,0,165809.jpg,2.8,0,0,Veiga de Carvalho e Silva,1.2,False,20,a,11,43,342.0,88,159545,120,207993,163,0.1,12.2,Bernardo Silva,0
6,22,740,0,0,13,37572,-1,1,0,0,570.8,4,0,4,0.0,0.0,0,Sergio,0.0,12,21,302.5,257,False,966.4,0,0,0,0,1960,Knee injury - Unknown return date,2018-04-13T13:01:19Z,115,0,0,0,37572.jpg,6.8,0,0,Agüero,11.7,False,10,i,11,43,1484.0,169,4136407,21,4133630,2559,0.0,14.6,Agüero,2
6,14,353,100,100,7,205651,0,0,-3,3,285.0,2,0,4,5.3,5.3,0,Gabriel Fernando,4.3,10,10,163.5,259,False,476.2,0,0,0,0,1288,,2017-12-31T13:01:17Z,102,0,1,0,205651.jpg,4.2,0,0,de Jesus,12.8,False,33,a,11,43,876.0,101,2444576,4107,2378261,1190,0.4,9.9,Jesus,5
6,6,651,100,100,14,58621,0,0,1,-1,443.8,3,0,2,2.0,2.0,0,Kyle,1.0,21,0,105.9,379,False,513.8,0,0,0,0,2634,,2018-03-04T15:01:17Z,66,1,0,0,58621.jpg,4.3,1,0,Walker,13.4,False,2,a,11,43,101.0,128,796938,714,1204068,414,0.2,19.4,Walker,2
1,5,298,None,None,7,100180,0,0,-5,5,110.7,1,0,2,1.3,1.3,0,Danilo Luiz,0.3,10,2,52.5,483,False,275.6,0,0,0,0,1041,,None,50,0,0,0,100180.jpg,3.8,0,0,da Silva,2.5,False,3,a,11,43,138.0,73,322148,61,437946,105,0.1,14.6,Danilo,2
1,1,84,0,0,2,102826,0,0,-2,2,100.9,0,0,2,0.0,0.0,0,Benjamin,0.0,1,0,19.7,484,False,68.4,0,0,0,0,298,Lack of match fitness - Unknown return date,2017-09-23T15:01:15Z,63,0,0,0,102826.jpg,4.3,0,0,Mendy,0.3,False,22,i,11,43,27.0,17,88122,3,111704,4,0.0,2.7,Mendy,2
1,0,18,100,100,0,209244,0,0,-3,3,13.7,0,0,3,1.0,1.0,0,Phil,0.0,1,0,3.7,492,False,22.0,0,0,0,0,18,,2017-12-22T14:01:16Z,47,0,0,0,209244.jpg,2.0,0,0,Foden,0.0,False,47,a,11,43,2.0,6,1198,5,2691,1,0.0,1.3,Foden,0
0,0,9,None,None,0,216183,0,0,-3,3,2.9,0,0,3,1.0,1.0,0,Brahim,0.0,1,0,4.5,493,False,6.6,0,0,0,0,31,,None,47,0,0,0,216183.jpg,1.0,0,0,Diaz,0.0,False,55,a,11,43,35.0,3,1691,0,4289,0,0.0,0.6,Diaz,0
0,0,89,None,None,3,206325,0,0,0,0,112.3,0,0,3,1.0,1.0,0,Oleksandr,0.0,2,0,22.8,551,False,103.0,0,0,0,0,455,,None,50,0,0,0,206325.jpg,2.0,0,0,Zinchenko,0.0,False,35,a,11,43,13.0,14,2035,2,1587,3,0.0,2.8,Zinchenko,1
0,0,0,None,None,0,109646,0,0,0,0,0.0,0,0,2,1.0,1.0,0,Oluwatosin,0.0,0,0,0.0,586,False,0.0,0,0,0,0,0,,None,40,0,0,0,109646.jpg,0.0,0,0,Adarabioyo,0.0,False,24,a,11,43,0.0,0,3865,2,2402,5,0.0,0.0,Adarabioyo,0
0,1,106,100,100,2,146941,0,0,-4,4,24.5,0,0,2,2.0,2.0,0,Aymeric,1.0,3,0,12.1,612,False,77.8,0,0,0,0,446,,2018-04-01T02:01:21Z,51,0,0,0,146941.jpg,3.6,0,0,Laporte,1.0,False,14,a,11,43,18.0,18,145354,199,93380,95,0.2,3.5,Laporte,1
0,0,0,None,None,0,174594,0,0,0,0,0.0,0,0,4,1.0,1.0,0,Lukas,0.0,0,0,0.0,627,False,0.0,0,0,0,0,0,,None,45,0,0,0,174594.jpg,0.0,0,0,Nmecha,0.1,False,43,a,11,43,0.0,0,9310,23,5376,22,0.0,0.0,Nmecha,0
9,13,465,100,100,9,37265,0,0,-5,5,1025.8,4,0,3,6.5,0.0,0,Alexis,6.5,31,9,299.1,14,False,774.0,0,0,0,0,2276,,2017-12-02T16:31:15Z,115,0,1,0,37265.jpg,5.0,0,0,Sánchez,3.3,False,7,a,12,1,1190.0,141,605782,290,583162,701,0.6,12.3,Sánchez,5
1,3,538,100,100,16,62398,0,0,-3,3,373.6,1,0,3,2.0,0.0,0,Nemanja,2.0,24,1,117.6,107,False,635.8,0,0,0,0,2937,,2017-12-04T15:01:15Z,47,0,0,0,62398.jpg,2.6,0,0,Matic,9.1,False,31,a,12,1,165.0,87,646892,211,1106366,213,0.4,18.5,Matic,6
0,10,706,None,None,17,51940,0,0,4,-4,10.0,0,0,1,4.3,0.0,0,David,4.3,26,0,78.6,260,True,772.8,0,0,0,0,3060,,None,59,0,0,0,51940.jpg,4.7,0,108,De Gea,44.6,False,1,a,12,1,0.0,161,1423902,1233,1065296,697,0.7,27.3,De Gea,0
0,0,0,0,0,0,42899,0,0,-3,3,0.0,0,0,1,0.0,0.0,0,Sergio,0.0,0,0,0.0,261,False,0.0,0,0,0,0,0,Knock - Unknown return date,2018-03-28T09:01:18Z,47,0,0,0,42899.jpg,0.0,0,0,Romero,0.1,False,20,i,12,1,0.0,0,1710,0,7181,2,0.0,0.0,Romero,0
0,0,0,None,None,0,168196,0,0,-1,1,0.0,0,0,1,0.0,0.0,0,Joel Dinis,0.0,0,0,0.0,262,False,0.0,0,0,0,0,0,,None,39,0,0,0,168196.jpg,0.0,0,0,Castro Pereira,4.2,False,40,a,12,1,0.0,0,413656,125,195355,174,0.0,0.0,Joel Pereira,0
0,9,538,100,100,10,55909,0,0,1,-1,32.5,2,0,2,7.3,0.0,0,Chris,7.3,22,4,95.7,263,False,701.2,0,0,0,0,2265,,2018-01-01T17:01:18Z,56,0,0,0,55909.jpg,4.3,0,0,Smalling,8.4,False,12,a,12,1,221.0,113,820404,4441,455262,305,1.3,20.2,Smalling,4
0,18,524,100,100,14,76359,0,0,5,-5,35.2,2,0,2,2.0,0.0,0,Phil,2.0,11,0,52.0,264,False,472.2,0,0,0,0,1883,,2018-02-19T10:31:19Z,55,1,0,0,76359.jpg,5.0,0,0,Jones,5.4,False,4,a,12,1,12.0,109,2059595,611,1929765,208,0.4,19.8,Jones,2
0,2,173,100,100,6,106760,0,0,-2,2,99.8,0,0,2,1.8,0.0,0,Luke,1.8,2,0,33.1,265,False,111.8,0,0,0,0,645,,2017-07-12T10:31:11Z,48,0,0,0,106760.jpg,4.9,0,0,Shaw,0.5,False,23,a,12,1,118.0,39,124389,30,108684,25,0.4,8.1,Shaw,1
0,4,88,100,100,2,58893,0,0,-1,1,25.1,0,0,2,0.0,0.0,0,Marcos,0.0,7,0,18.5,266,False,115.6,0,0,0,0,474,,2018-02-19T10:31:19Z,54,0,0,0,58893.jpg,2.3,0,0,Rojo,0.1,False,5,a,12,1,44.0,16,24894,2,25120,2,0.0,3.0,Rojo,5
1,13,620,100,100,15,20695,0,0,4,-4,401.8,2,0,2,2.5,0.0,0,Antonio,2.5,21,3,118.2,267,False,534.8,0,0,0,0,2561,,2018-02-19T10:31:19Z,69,0,0,0,20695.jpg,4.8,0,0,Valencia,11.6,False,25,a,12,1,247.0,138,1204424,785,1239651,671,0.4,20.0,Valencia,7
0,0,75,100,100,2,40002,0,0,-6,6,18.9,0,0,2,1.5,0.0,0,Matteo,1.5,2,0,8.2,268,False,57.2,0,0,0,0,286,,2018-01-01T17:01:18Z,49,0,0,0,40002.jpg,2.7,0,0,Darmian,0.2,False,36,a,12,1,6.0,16,7331,2,33625,1,0.3,3.3,Darmian,0
0,0,91,100,100,3,58877,0,0,-4,4,80.7,0,0,2,0.3,0.0,0,Daley,0.3,0,0,15.2,270,False,57.0,0,0,0,0,284,,2018-01-19T13:31:17Z,51,0,0,0,58877.jpg,3.5,0,0,Blind,0.9,False,17,a,12,1,15.0,21,135943,1,189530,7,0.1,4.1,Blind,0
0,3,218,100,100,6,197365,0,0,0,0,28.4,1,0,2,0.3,0.0,0,Eric,0.3,6,1,31.4,271,False,205.8,0,0,0,0,909,,2017-11-18T20:31:14Z,60,1,0,0,197365.jpg,4.4,0,0,Bailly,5.8,False,3,a,12,1,79.0,48,619593,23,896278,223,0.1,8.0,Bailly,2
