assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,4,331,100,100,4,7645,0,0,-3,3,22.4,1,0,2,2.8,2.3,0,Phil,2.3,35,0,53.5,140,False,439.6,0,0,0,0,1714,,2018-02-19T11:01:19Z,47,0,0,0,7645.jpg,2.1,0,0,Jagielka,2.6,False,6,a,7,11,73.0,44,121138,42,357717,61,0.5,9.4,Jagielka,2
0,0,0,0,0,0,114093,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,141,False,0.0,0,0,0,0,0,Season-long loan to Leeds United,2017-07-21T08:14:55Z,40,0,0,0,114093.jpg,0.0,0,0,Pennington,0.1,False,38,u,7,11,0.0,0,1494,0,5176,0,0.0,0.0,Pennington,0
0,0,4,100,100,0,121221,0,0,-1,1,0.1,0,0,2,0.8,0.3,0,Ramiro,0.3,0,0,0.7,142,False,7.2,0,0,0,0,14,,2017-07-12T10:31:11Z,49,0,0,0,121221.jpg,1.0,0,0,Funes Mori,0.0,False,25,a,7,11,0.0,1,925,1,1376,2,0.1,0.2,Funes Mori,0
0,3,332,100,100,5,19159,0,0,-3,3,39.0,1,0,2,0.5,0.0,0,Ashley,0.0,31,1,68.9,143,False,518.0,0,0,0,0,1830,,2018-03-03T15:31:17Z,52,0,0,0,19159.jpg,2.3,1,0,Williams,2.1,False,5,a,7,11,132.0,56,141717,10,293592,31,0.0,10.8,Williams,3
0,0,214,0,0,4,194164,0,0,-5,5,93.9,0,0,2,0.0,0.0,0,Mason,0.0,14,0,48.5,144,False,285.8,0,0,0,0,1183,Ankle injury - Unknown return date,2018-03-21T17:31:18Z,40,0,0,0,194164.jpg,2.5,0,0,Holgate,1.1,False,30,i,7,11,105.0,37,201832,3,214452,124,0.0,9.3,Holgate,3
2,2,309,100,100,5,153673,0,0,-5,5,184.5,1,0,2,0.5,0.0,0,Jonjoe,0.0,31,0,59.5,145,False,362.4,0,0,0,0,1589,,2017-10-22T12:31:15Z,40,0,0,0,153673.jpg,2.6,0,0,Kenny,2.2,False,43,a,7,11,47.0,50,494115,173,389786,289,0.0,12.5,Kenny,2
1,8,430,100,100,5,106611,0,0,-2,2,46.4,0,0,2,3.0,2.5,0,Michael,2.5,42,0,75.3,146,False,614.8,0,0,0,0,2199,,2018-01-04T12:01:17Z,53,0,0,0,106611.jpg,2.5,0,0,Keane,5.1,False,4,a,7,11,90.0,64,183799,58,572982,108,0.5,12.1,Keane,2
1,0,75,100,100,3,55452,0,0,-1,1,94.3,0,0,3,3.5,3.0,0,Yannick,3.0,14,1,34.7,147,False,87.8,0,0,0,0,738,,2017-12-23T12:31:17Z,64,0,0,0,55452.jpg,2.5,0,0,Bolasie,0.2,False,7,a,7,11,169.0,32,18444,22,15640,35,0.5,5.0,Bolasie,0
0,0,19,0,0,0,26901,0,0,-5,5,20.2,0,0,3,0.0,0.0,0,Kevin,0.0,8,0,7.9,148,False,16.4,0,0,0,0,135,Season-long loan to Olympiakos,2018-01-08T09:47:21Z,60,0,0,0,26901.jpg,1.0,0,0,Mirallas,0.8,False,11,u,7,11,42.0,5,8924,0,117984,1,0.0,0.8,Mirallas,1
0,0,41,0,0,0,50472,0,0,-1,1,19.3,0,0,3,0.0,0.0,0,James,0.0,6,0,5.8,150,False,33.8,0,0,0,0,204,Leg injury - Unknown return date,2018-01-20T18:01:16Z,49,0,0,0,50472.jpg,1.5,0,0,McCarthy,0.0,False,16,i,7,11,4.0,6,722,0,2306,0,0.0,1.2,McCarthy,0
0,0,10,0,0,0,87447,0,0,-3,3,11.5,0,0,3,0.0,0.0,0,Muhamed,0.0,0,0,3.0,152,False,18.2,0,0,0,0,46,Season-long loan to Middlesbrough,2018-02-01T10:30:12Z,42,0,0,0,87447.jpg,1.0,0,0,Besic,0.1,False,21,u,7,11,0.0,2,11671,0,15518,7,0.0,0.5,Besic,0
0,1,290,100,100,5,42774,0,0,-3,3,134.6,0,0,3,2.5,2.0,0,Morgan,2.0,34,0,46.6,154,False,304.0,0,0,0,0,1803,,2018-03-17T15:01:18Z,47,0,0,0,42774.jpg,1.7,1,0,Schneiderlin,0.5,False,2,a,7,11,28.0,45,22763,6,58910,8,0.4,9.6,Schneiderlin,3
1,2,467,100,100,7,80801,0,0,-2,2,248.3,0,0,3,2.3,1.8,0,Idrissa,1.8,41,1,85.6,155,False,469.2,0,0,0,0,2389,,2018-03-22T11:01:17Z,48,0,0,0,80801.jpg,2.2,1,0,Gueye,0.8,False,17,a,7,11,139.0,65,35511,5,68299,15,0.4,13.5,Gueye,5
2,0,179,100,100,6,173807,0,0,-4,4,152.2,0,0,3,1.5,1.0,0,Tom,1.0,20,1,54.0,156,False,193.0,0,0,0,0,1655,,2018-03-17T16:31:18Z,51,0,0,0,173807.jpg,1.8,0,0,Davies,0.4,False,26,a,7,11,205.0,53,41604,4,72189,11,0.2,10.4,Davies,6
1,0,30,0,0,0,219352,0,0,-4,4,20.5,0,0,3,0.0,0.0,0,Ademola,0.0,6,0,7.5,157,False,12.0,0,0,0,0,153,Season-long loan to RB Leipzig,2018-02-01T10:01:32Z,51,0,0,0,219352.jpg,1.4,0,0,Lookman,0.1,False,31,u,7,11,43.0,10,2250,0,9415,0,0.0,2.0,Lookman,0
0,0,13,100,100,0,109065,0,0,-6,6,19.7,0,0,3,0.5,0.0,0,Davy,0.0,4,0,4.9,158,False,11.0,0,0,0,0,193,,2017-09-09T13:01:15Z,69,0,0,0,109065.jpg,1.0,0,0,Klaassen,0.4,False,20,a,7,11,19.0,5,6223,1,83517,2,0.0,0.7,Klaassen,0
8,3,255,None,None,6,177815,0,0,0,0,320.3,1,0,4,2.0,1.5,0,Dominic,1.5,28,4,129.5,159,False,349.0,0,0,0,0,1840,,None,50,0,0,0,177815.jpg,2.8,0,0,Calvert-Lewin,4.5,False,29,a,7,11,630.0,87,1295155,157,1146067,504,0.3,17.4,Calvert-Lewin,4
0,0,21,0,0,1,108438,0,0,-5,5,28.3,0,0,4,0.0,0.0,0,Sandro,0.0,7,0,9.8,160,False,8.8,0,0,0,0,275,Season-long to loan to Sevilla,2018-02-01T10:02:14Z,70,0,0,0,108438.jpg,1.3,0,0,Ramírez,0.4,False,9,u,7,11,67.0,10,7753,0,74920,1,0.0,1.4,Sandro,0
3,20,455,100,100,5,13017,0,0,-4,4,521.9,2,0,4,1.5,1.0,0,Wayne,1.0,33,10,153.2,161,False,556.4,0,0,0,0,2113,,2017-12-23T12:01:18Z,71,0,3,0,13017.jpg,3.8,0,0,Rooney,9.9,False,10,a,7,11,455.0,109,1930741,224,2345275,462,0.1,15.4,Rooney,5
4,8,396,0,0,6,55422,0,0,-5,5,614.9,1,0,3,0.0,0.0,0,Gylfi,0.0,40,4,154.0,359,False,485.6,0,0,0,0,2257,Knee injury - Expected back 28 Apr,2018-03-11T09:31:18Z,80,0,0,0,55422.jpg,3.6,0,0,Sigurdsson,1.9,False,18,i,7,11,437.0,96,194714,2,433745,25,0.0,12.0,Sigurdsson,2
2,0,367,100,100,5,56192,-1,1,-3,3,238.8,0,0,2,0.5,0.0,0,Cuco,0.0,30,0,74.9,464,False,468.8,0,0,0,0,1830,,2017-11-02T21:31:16Z,42,0,0,0,56192.jpg,2.6,0,0,Martina,1.4,False,15,a,7,11,39.0,55,242624,13,197410,254,0.0,12.8,Martina,2
0,0,118,0,0,2,57112,0,0,0,0,19.9,0,0,2,0.0,0.0,0,Eliaquim,0.0,7,0,16.8,502,False,113.8,0,0,0,0,617,Knee injury - Unknown return date,2018-02-10T16:31:19Z,50,0,0,0,57112.jpg,2.0,0,0,Mangala,0.2,False,13,i,7,11,32.0,22,30973,1,30398,2,0.0,4.4,Mangala,0
0,0,64,None,None,0,180151,0,0,-2,2,131.2,0,0,3,0.8,0.3,0,Nikola,0.3,11,0,26.5,539,False,69.8,0,0,0,0,441,,None,53,0,0,0,180151.jpg,1.4,0,0,Vlasic,0.0,False,27,a,7,11,64.0,14,2688,0,2584,0,0.1,2.6,Vlasic,0
3,13,209,100,100,0,113688,0,0,-3,3,133.2,3,0,4,0.8,0.3,0,Oumar,0.3,20,7,94.0,548,False,315.8,0,0,0,0,931,,2017-11-22T15:31:15Z,47,0,0,0,113688.jpg,4.1,0,0,Niasse,5.2,False,19,a,7,11,501.0,73,1110963,270,857433,889,0.1,15.5,Niasse,2
0,0,20,None,None,0,195855,0,0,0,0,3.8,0,0,3,1.0,0.5,0,Beni,0.5,2,0,1.3,563,False,9.4,0,0,0,0,192,,None,45,0,0,0,195855.jpg,0.9,0,0,Baningime,0.0,False,54,a,7,11,0.0,7,649,0,517,0,0.1,1.6,Baningime,1
0,8,144,None,None,2,66838,0,0,-7,7,159.2,2,0,4,2.0,1.5,0,Cenk,1.5,11,4,58.8,592,False,180.6,0,0,0,0,679,,None,68,0,0,0,66838.jpg,4.2,0,0,Tosun,2.6,False,14,a,7,11,255.0,42,316369,165,166881,929,0.2,6.2,Tosun,0
0,0,0,None,None,0,80183,0,0,0,0,0.0,0,0,2,0.5,0.0,0,Luke,0.0,0,0,0.0,629,False,0.0,0,0,0,0,0,,None,40,0,0,0,80183.jpg,0.0,0,0,Garbutt,0.0,False,36,a,7,11,0.0,0,1078,3,486,0,0.0,0.0,Garbutt,0
0,0,0,100,100,0,168977,0,0,-1,1,0.0,0,0,1,-0.5,0.0,0,Joel,0.0,0,0,0.0,162,False,0.0,0,0,0,0,0,,2017-07-17T06:31:12Z,39,0,0,0,168977.jpg,0.0,0,0,Coleman,3.9,False,13,a,8,38,0.0,0,209469,174,99274,176,0.0,0.0,Coleman,0
1,11,635,None,None,9,57513,0,0,1,-1,30.0,2,0,1,2.8,0.0,0,Jonas,3.3,54,0,77.5,163,False,744.4,0,0,0,0,3060,,None,46,1,0,2,57513.jpg,3.6,0,91,Lössl,7.1,False,1,a,8,38,0.0,122,641610,148,467533,365,0.7,26.5,Lössl,0
2,15,618,100,100,8,85368,0,0,1,-1,105.2,4,0,2,3.2,0.0,0,Christopher,3.7,49,0,105.5,164,False,837.6,0,0,0,0,2904,,2018-02-11T12:01:19Z,46,0,0,0,85368.jpg,2.8,1,0,Schindler,3.4,False,26,a,8,38,107.0,91,531194,121,421594,283,0.8,19.8,Schindler,6
0,0,272,100,100,6,54284,0,0,-1,1,94.4,0,0,2,-0.5,0.0,0,Chris,0.0,24,0,35.8,165,False,231.4,0,0,0,0,1357,,2018-03-03T14:31:17Z,44,0,0,0,54284.jpg,2.5,0,0,Löwe,1.2,False,15,a,8,38,33.0,51,277548,0,278269,15,0.0,11.6,Löwe,0
1,2,281,100,100,4,104545,0,0,-3,3,249.7,0,0,2,0.2,0.0,0,Tommy,0.7,30,0,58.9,166,False,285.4,0,0,0,0,1728,,2018-02-09T14:01:21Z,47,0,0,0,104545.jpg,2.0,0,0,Smith,0.2,False,2,a,8,38,50.0,43,17062,0,35631,1,0.1,9.1,Smith,6
0,0,1,0,0,0,87856,0,0,-3,3,0.1,0,0,2,0.0,0.0,0,Michael,0.0,1,0,0.4,167,False,4.0,0,0,0,0,32,Achilles injury - Expected back 21 Apr,2018-03-09T13:31:18Z,42,0,0,0,87856.jpg,0.5,0,0,Hefele,0.1,False,44,i,8,38,0.0,1,2749,0,9155,1,0.0,0.2,Hefele,1
0,0,35,0,0,0,18006,0,0,0,0,1.7,0,0,2,0.0,0.0,0,Martin,0.0,7,0,4.7,168,False,44.0,0,0,0,0,179,Transferred to Middlesbrough,2018-01-07T20:01:19Z,40,0,0,0,18006.jpg,0.7,0,0,Cranie,0.2,False,14,u,8,38,2.0,2,24158,0,25199,5,0.0,0.5,Cranie,0
0,0,0,100,100,0,192301,0,0,-1,1,0.0,0,0,2,-0.5,0.0,0,Jon Gorenc,0.0,0,0,0.0,169,False,0.0,0,0,0,0,0,,2017-07-17T06:31:12Z,39,0,0,0,192301.jpg,0.0,0,0,Stankovic,0.2,False,27,a,8,38,0.0,0,16353,50,11424,16,0.0,0.0,Stankovic,0
0,0,0,0,0,0,7638,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Mark,0.0,0,0,0.0,170,False,0.0,0,0,0,0,0,Retired,2017-08-10T10:00:26Z,40,0,0,0,7638.jpg,0.0,0,0,Hudson,0.1,False,5,u,8,38,0.0,0,1285,0,18703,1,0.0,0.0,Hudson,0
3,8,558,None,None,9,48760,0,0,0,0,121.8,2,0,2,4.5,0.0,0,Mathias,5.0,54,0,97.3,171,False,681.4,0,0,0,0,3060,,None,45,0,0,0,48760.jpg,2.8,0,0,Jorgensen,6.5,False,25,a,8,38,169.0,96,799416,863,638440,457,1.1,21.3,Zanka,5
3,8,519,100,100,9,74471,0,0,-3,3,779.7,2,0,3,1.5,0.0,0,Aaron,2.0,48,4,181.0,172,False,693.4,0,0,0,0,2706,,2018-03-27T18:01:18Z,52,0,0,0,74471.jpg,3.3,0,0,Mooy,4.8,False,10,a,8,38,337.0,104,1027554,83,955706,139,0.4,20.0,Mooy,4
0,3,233,100,100,6,51344,0,0,-5,5,246.7,1,0,3,1.8,0.0,0,Rajiv,2.3,35,3,109.8,173,False,314.4,0,0,0,0,1997,,2017-11-26T18:31:14Z,45,0,0,0,51344.jpg,2.4,1,0,van La Parra,0.5,False,17,a,8,38,538.0,71,77526,38,57817,137,0.5,15.8,van La Parra,2
0,0,342,100,100,6,79619,0,0,-1,1,157.7,0,0,3,1.5,0.0,0,Jonathan,2.0,37,0,61.2,174,False,397.4,0,0,0,0,2069,,2018-04-08T07:31:18Z,44,0,0,0,79619.jpg,1.7,1,0,Hogg,0.2,False,6,a,8,38,53.0,45,43895,9,35976,7,0.5,10.2,Hogg,7
0,0,78,100,100,3,168991,0,0,-1,1,55.5,0,0,3,0.2,0.0,0,Philip,0.7,9,0,16.4,175,False,92.8,0,0,0,0,623,,2018-03-27T18:01:18Z,44,0,0,0,168991.jpg,1.4,0,0,Billing,0.2,False,8,a,8,38,16.0,18,32162,0,38565,0,0.2,4.1,Billing,3
0,0,28,0,0,0,168172,0,0,-2,2,20.0,0,0,3,0.0,0.0,0,Joe,0.0,5,1,11.8,176,False,50.6,0,0,0,0,217,Transferred to Nottingham Forest,2018-02-01T10:03:46Z,43,0,0,0,168172.jpg,1.8,0,0,Lolley,0.1,False,18,u,8,38,47.0,11,6841,0,7918,0,0.0,2.6,Lolley,1
0,0,0,0,0,0,167541,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Jack,0.0,0,0,0.0,177,False,0.0,0,0,0,0,0,Season-long loan to Oxford United,2017-07-31T08:09:55Z,45,0,0,0,167541.jpg,0.0,0,0,Payne,0.0,False,16,u,8,38,0.0,0,121,1,516,0,0.0,0.0,Payne,0
0,0,13,None,None,0,5589,0,0,-3,3,1.1,0,0,3,-0.5,0.0,0,Dean,0.0,3,0,0.7,178,False,5.6,0,0,0,0,65,,None,42,0,0,0,5589.jpg,1.0,0,0,Whitehead,0.1,False,4,a,8,38,0.0,3,7948,12,8782,6,0.0,0.7,Whitehead,0
0,0,0,0,0,0,104535,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Harry,0.0,0,0,0.0,179,False,0.0,0,0,0,0,0,Transferred to Bury,2017-08-06T07:05:36Z,45,0,0,0,104535.jpg,0.0,0,0,Bunn,0.0,False,11,u,8,38,0.0,0,103,0,629,1,0.0,0.0,Bunn,0
0,0,0,0,0,0,49202,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Sean,0.0,0,0,0.0,180,False,0.0,0,0,0,0,0,,2017-08-20T07:06:51Z,45,0,0,0,49202.jpg,0.0,0,0,Scannell,0.0,False,7,a,8,38,0.0,0,413,1,3174,1,0.0,0.0,Scannell,0
1,0,151,0,0,6,87428,0,0,-3,3,152.1,0,0,3,0.0,0.0,0,Elias,0.3,23,1,54.5,181,False,151.0,0,0,0,0,1327,Ankle injury - Unknown return date,2018-03-31T16:31:19Z,57,0,0,0,87428.jpg,2.4,0,0,Kachunga,0.1,False,9,i,8,38,246.0,46,14099,2,27083,1,0.1,8.1,Kachunga,1
1,3,265,None,None,7,86176,0,0,-5,5,329.9,0,0,3,2.2,0.0,0,Tom,2.7,38,2,134.8,182,False,247.6,0,0,0,0,2390,,None,55,0,0,0,86176.jpg,2.5,0,0,Ince,0.5,False,22,a,8,38,769.0,80,37825,6,96953,10,0.5,14.5,Ince,0
0,0,134,0,0,0,80755,0,0,-2,2,83.0,0,0,3,0.0,0.0,0,Danny,0.0,22,0,27.0,184,False,131.4,0,0,0,0,1115,Ankle injury - Unknown return date,2018-03-15T17:01:16Z,48,0,0,0,80755.jpg,1.4,0,0,Williams,0.0,False,19,i,8,38,56.0,28,1340,0,4011,2,0.0,5.8,Williams,2
4,0,166,100,100,3,84112,-1,1,0,0,250.6,0,0,4,0.5,0.0,0,Collin,1.0,22,0,72.6,186,False,206.0,0,0,0,0,1210,,2018-03-03T16:01:17Z,45,0,0,0,84112.jpg,1.7,0,0,Quaner,4.5,False,23,a,8,38,269.0,43,586048,164,564104,358,0.2,9.3,Quaner,4
2,11,250,100,100,4,147303,0,0,-4,4,178.1,1,0,4,0.8,0.0,0,Laurent,1.3,32,5,84.6,187,False,291.0,0,0,0,0,1643,,2018-02-03T18:31:19Z,51,0,0,0,147303.jpg,2.8,0,0,Depoitre,2.4,False,20,a,8,38,376.0,82,769817,48,662056,265,0.3,16.1,Depoitre,1
2,12,259,100,100,6,169141,-1,1,-5,5,236.2,2,0,4,2.8,0.0,0,Steve,3.3,29,7,111.5,188,False,352.0,0,0,0,0,1622,,2017-09-14T12:31:14Z,55,0,0,0,169141.jpg,3.5,0,0,Mounie,1.9,False,24,a,8,38,530.0,87,528541,66,503378,376,0.6,15.5,Mounie,2
1,4,205,100,100,3,79733,0,0,-2,2,146.1,1,0,2,-0.2,0.0,0,Scott,0.3,22,0,42.8,462,False,212.4,0,0,0,0,1065,,2018-02-03T14:01:20Z,43,0,0,0,79733.jpg,2.0,0,0,Malone,0.2,False,3,a,8,38,70.0,38,21520,1,21664,14,0.1,8.8,Malone,3
1,5,229,100,100,3,172246,0,0,0,0,318.3,0,0,2,2.2,0.0,0,Florent,2.7,25,0,63.2,521,False,265.0,0,0,0,0,1372,,2018-01-01T14:01:18Z,45,0,0,0,172246.jpg,2.2,0,0,Hadergjonaj,0.1,False,33,a,8,38,48.0,41,10181,4,6160,16,0.6,9.1,Hadergjonaj,3
1,0,30,None,None,1,246878,0,0,-3,3,40.6,0,0,3,-0.5,0.0,0,Abdelhamid,0.0,5,0,12.4,522,False,30.8,0,0,0,0,217,,None,47,0,0,0,246878.jpg,2.0,0,0,Sabiri,0.0,False,11,a,8,38,53.0,10,1073,1,1102,1,0.0,2.1,Sabiri,1
0,0,0,None,None,0,1243,0,0,0,0,0.0,0,0,1,-0.5,0.0,0,Robert,0.0,0,0,0.0,547,False,0.0,0,0,0,0,0,,None,40,0,0,0,1243.jpg,0.0,0,0,Green,0.2,False,28,a,8,38,0.0,0,13571,0,6435,6,0.0,0.0,Green,0
0,2,118,100,100,1,109434,0,0,-1,1,38.6,0,0,2,3.5,0.0,0,Terence,4.0,10,0,24.7,591,False,195.6,0,0,0,0,687,,2018-03-09T13:31:18Z,44,0,0,0,109434.jpg,2.1,0,0,Kongolo,0.0,False,5,a,8,38,12.0,19,4166,31,2633,5,0.9,4.3,Kongolo,0
2,3,118,100,100,2,106450,0,0,-1,1,181.5,1,0,3,1.5,0.0,0,Alex,2.0,8,1,48.6,593,False,123.0,0,0,0,0,699,,2018-03-10T14:01:18Z,54,0,0,0,106450.jpg,3.2,0,0,Pritchard,0.1,False,21,a,8,38,181.0,32,16467,0,12027,25,0.4,5.9,Pritchard,1
0,17,592,75,75,8,17745,0,0,1,-1,11.1,4,0,1,3.2,0.0,0,Kasper,4.3,47,0,69.9,189,False,687.2,0,0,0,0,2965,Knock - 75% chance of playing,2018-04-14T16:31:20Z,51,1,0,2,17745.jpg,3.7,0,93,Schmeichel,5.0,False,1,d,9,13,0.0,123,343297,46,284487,870,0.8,24.1,Schmeichel,3
0,0,27,None,None,1,38038,0,0,-2,2,0.0,0,0,1,1.8,0.0,0,Ben,1.8,0,0,1.5,190,False,15.4,0,0,0,0,94,,None,43,0,0,0,38038.jpg,3.5,0,2,Hamer,0.1,False,12,a,9,13,0.0,7,1182,19,2334,2,0.4,1.6,Hamer,0
0,1,342,100,100,5,15033,0,0,-1,1,51.2,0,0,2,1.8,0.0,0,Wes,1.8,39,0,65.9,191,False,454.0,0,0,0,0,2457,,2018-01-01T16:01:18Z,44,0,0,0,15033.jpg,2.1,0,0,Morgan,3.0,False,5,a,9,13,154.0,58,247844,141,266274,229,0.4,13.2,Morgan,4
1,8,323,100,100,4,37402,0,0,-2,2,233.6,1,0,2,0.3,0.0,0,Christian,0.3,27,0,62.8,192,False,342.6,0,0,0,0,1647,,2017-09-14T12:31:14Z,48,0,0,0,37402.jpg,2.5,0,0,Fuchs,1.9,False,28,a,9,13,51.0,56,112531,7,215367,43,0.1,11.7,Fuchs,1
0,0,330,100,100,5,40725,0,0,-2,2,110.3,0,0,2,1.8,0.0,0,Danny,1.8,37,0,57.7,193,False,425.2,0,0,0,0,2170,,2017-12-23T21:31:16Z,43,0,0,0,40725.jpg,2.1,0,0,Simpson,2.4,False,2,a,9,13,42.0,54,207424,67,353618,128,0.4,12.6,Simpson,3
0,0,0,100,100,0,12413,0,0,-2,2,0.0,0,0,2,0.0,0.0,0,Robert,0.0,0,0,0.0,194,False,0.0,0,0,0,0,0,,2017-09-22T13:01:15Z,48,0,0,0,12413.jpg,0.0,0,0,Huth,0.1,False,6,a,9,13,0.0,0,2336,2,5589,3,0.0,0.0,Huth,0
0,0,0,None,None,0,41321,0,0,-3,3,0.0,0,0,2,0.0,0.0,0,Yohan,0.0,0,0,0.0,195,False,0.0,0,0,0,0,0,,None,42,0,0,0,41321.jpg,0.0,0,0,Benalouane,0.1,False,29,a,9,13,0.0,0,1689,4,3746,1,0.0,0.0,Benalouane,0
2,4,353,100,100,6,172850,0,0,-1,1,315.0,1,0,2,5.0,0.0,0,Benjamin,5.0,25,0,74.3,196,False,363.4,0,0,0,0,1758,,2017-12-30T21:01:16Z,44,0,0,0,172850.jpg,2.8,1,0,Chilwell,4.1,False,3,a,9,13,63.0,65,322558,1727,112475,262,1.1,14.8,Chilwell,1
4,10,655,100,100,9,95658,0,0,6,-6,218.4,1,0,2,3.0,0.0,0,Harry,3.0,47,2,148.5,198,False,852.6,0,0,0,0,3060,,2017-08-26T15:31:13Z,56,0,0,0,95658.jpg,3.4,0,0,Maguire,12.0,False,15,a,9,13,414.0,114,1365620,418,854649,790,0.5,20.4,Maguire,7
11,18,588,100,100,9,103025,0,0,4,-4,783.6,3,0,3,2.5,0.0,0,Riyad,2.5,38,10,242.5,199,True,818.2,0,0,0,0,2588,,2018-02-02T15:01:19Z,89,0,0,0,103025.jpg,5.3,0,0,Mahrez,10.6,False,26,a,9,13,820.0,171,1983078,460,1610958,2335,0.3,19.2,Mahrez,1
8,12,452,None,None,8,51938,-1,1,0,0,717.3,2,0,3,2.0,0.0,0,Marc,2.0,37,2,158.1,200,False,570.2,0,0,0,0,2478,,None,55,0,0,0,51938.jpg,3.3,0,0,Albrighton,3.1,False,11,a,9,13,290.0,109,475364,156,410727,416,0.4,19.5,Albrighton,5
2,2,287,None,None,4,172632,0,0,-2,2,341.3,0,0,3,2.5,0.0,0,Demarai,2.5,25,3,101.1,203,False,273.4,0,0,0,0,1486,,None,53,0,0,0,172632.jpg,2.3,0,0,Gray,0.6,False,7,a,9,13,394.0,71,134341,23,147093,22,0.5,13.4,Gray,2
0,0,53,0,0,3,155569,0,0,-2,2,10.3,0,0,3,0.0,0.0,0,Daniel,0.0,7,0,9.2,204,False,81.2,0,0,0,0,486,Hamstring injury - Expected back 07 Apr,2018-03-03T16:01:17Z,43,0,0,0,155569.jpg,1.6,1,0,Amartey,0.2,False,18,i,9,13,0.0,13,23757,0,28065,6,0.0,3.0,Amartey,0
0,0,0,0,0,0,86881,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Nampalys,0.0,0,0,0.0,205,False,0.0,0,0,0,0,0,Joined Nice in season-long loan deal,2017-08-31T19:01:14Z,45,0,0,0,86881.jpg,0.0,0,0,Mendy,0.0,False,24,u,9,13,0.0,0,1315,0,3929,0,0.0,0.0,Mendy,0
4,4,442,100,100,9,203341,0,0,-1,1,229.4,0,0,3,1.3,0.0,0,Wilfred,1.3,43,0,116.1,206,False,630.6,0,0,0,0,2846,,2018-03-31T16:31:19Z,49,0,0,0,203341.jpg,2.4,2,0,Ndidi,0.4,False,25,a,9,13,299.0,77,50226,24,61029,5,0.3,15.7,Ndidi,6
0,0,0,0,0,0,90714,0,0,-4,4,0.0,0,0,3,0.0,0.0,0,Ahmed,0.0,0,0,0.0,207,False,0.0,0,0,0,0,0,Season-long loan to CSKA Moscow,2018-01-31T09:31:53Z,61,0,0,0,90714.jpg,0.0,0,0,Musa,0.4,False,13,u,9,13,0.0,0,4267,0,28852,3,0.0,0.0,Musa,0
0,6,276,0,0,3,54513,0,0,-3,3,127.9,0,0,3,0.0,0.0,0,Vicente,2.5,17,3,60.4,208,False,329.2,0,0,0,0,1276,Hamstring injury - Unknown return date,2018-04-07T17:01:18Z,57,0,0,0,54513.jpg,3.2,0,0,Iborra,0.2,False,21,i,9,13,148.0,55,22052,0,25302,64,0.4,9.6,Iborra,0
2,22,578,100,100,8,101668,0,0,4,-4,382.1,2,0,4,5.5,0.0,0,Jamie,5.5,44,17,214.6,209,False,714.4,0,0,0,0,2888,,2018-01-01T14:31:17Z,89,0,1,0,101668.jpg,4.8,0,0,Vardy,23.5,False,9,a,9,13,1048.0,157,3300280,2391,2488946,2118,0.6,17.6,Vardy,3
3,7,275,75,75,5,78412,0,0,-2,2,228.1,1,0,4,1.1,0.0,0,Shinji,1.5,19,6,107.9,211,False,347.6,0,0,0,0,1314,Ankle injury - 75% chance of playing,2018-04-17T15:31:18Z,53,0,0,0,78412.jpg,2.8,0,0,Okazaki,3.1,False,20,d,9,13,508.0,76,801900,10,797869,270,0.3,14.3,Okazaki,2
4,3,108,100,100,1,173515,0,0,-5,5,145.5,0,0,4,1.3,0.0,0,Kelechi,1.3,8,1,44.8,258,False,122.6,0,0,0,0,573,,2018-03-31T13:01:18Z,65,0,0,0,173515.jpg,2.2,0,0,Iheanacho,0.8,False,8,a,9,13,185.0,38,25968,14,146148,27,0.2,5.8,Iheanacho,2
0,0,0,None,None,0,11974,0,0,-3,3,0.0,0,0,1,0.0,0.0,0,Eldin,0.0,0,0,0.0,473,False,0.0,0,0,0,0,0,,None,42,0,0,0,11974.jpg,0.0,0,0,Jakupovic,0.1,False,17,a,9,13,0.0,0,1720,0,9965,3,0.0,0.0,Jakupovic,0
0,0,121,0,0,4,61604,0,0,-1,1,52.7,0,0,3,0.0,0.0,0,Matty,0.0,15,0,31.4,474,False,114.6,0,0,0,0,991,Achilles injury - Unknown return date,2018-03-29T13:31:18Z,44,0,0,0,61604.jpg,2.0,0,0,James,0.2,False,22,i,9,13,145.0,26,19930,0,28288,4,0.0,5.9,James,2
