assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,32,100,100,1,48844,0,0,-2,2,0.0,0,0,1,1.5,2.0,0,David,1.5,0,0,2.1,1,False,20.6,0,0,0,0,110,,2018-04-15T12:31:19Z,48,0,0,0,48844.jpg,3.5,0,3,Ospina,0.2,False,13,a,1,3,0.0,7,2978,3,9662,3,0.3,1.5,Ospina,0
0,7,576,100,100,10,11334,0,0,-2,2,0.0,1,0,1,0.8,1.3,0,Petr,0.8,45,0,65.4,2,False,657.0,0,0,0,0,2859,,2018-04-01T12:31:19Z,53,0,0,1,11334.jpg,3.6,0,81,Cech,4.7,False,33,a,1,3,0.0,115,178258,86,277998,272,0.2,21.7,Cech,1
0,0,0,0,0,0,98980,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Damian Emiliano,0.0,0,0,0.0,3,False,0.0,0,0,0,0,0,Season-long loan to Getafe,2017-08-03T08:35:02Z,40,0,0,0,98980.jpg,0.0,0,0,Martinez,0.6,False,26,u,1,3,0.0,0,1487,0,28967,3,0.0,0.0,Martinez,0
0,16,538,100,100,9,51507,0,0,0,0,122.3,3,0,2,0.0,0.5,0,Laurent,0.0,31,2,92.7,4,False,671.6,0,0,0,0,2135,,2018-03-15T22:01:16Z,60,0,0,0,51507.jpg,4.1,0,0,Koscielny,1.7,False,6,a,1,3,131.0,98,204619,37,186023,126,0.0,16.3,Koscielny,4
0,2,77,100,100,0,17127,0,0,-3,3,3.0,1,0,2,0.0,0.5,0,Per,0.0,7,1,15.7,5,False,115.4,0,0,0,0,351,,2017-11-18T12:31:16Z,47,0,0,0,17127.jpg,3.0,0,0,Mertesacker,0.5,False,4,a,1,3,38.0,15,31319,6,46102,7,0.0,3.2,Mertesacker,0
0,0,0,0,0,0,158074,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Gabriel Armando,0.0,0,0,0.0,6,False,0.0,0,0,0,0,0,Joined Valencia on 18/8,2017-07-12T10:31:11Z,50,0,0,0,158074.jpg,0.0,0,0,de Abreu,0.0,False,5,u,1,3,0.0,0,361,0,2342,0,0.0,0.0,Gabriel,0
